checktype,current_epoch,issue_list,time_usage,Describe
-----Using selu solution to retrain Detail can be found in the directory!-----
epoch,0,[],1.5030567646026611,No Issue now
epoch,3,[],1.5828537940979004,No Issue now
epoch,6,[],1.6268107891082764,No Issue now
epoch,9,[],1.68788480758667,No Issue now
epoch,12,[],1.725977897644043,No Issue now
epoch,15,[],1.8022427558898926,No Issue now
epoch,18,[],1.8400418758392334,No Issue now
epoch,21,[],1.8772389888763428,No Issue now
epoch,24,[],1.935290813446045,No Issue now
epoch,27,[],1.9727208614349365,No Issue now
epoch,30,[],2.010061740875244,No Issue now
epoch,33,[],2.0471508502960205,No Issue now
epoch,36,[],2.0844600200653076,No Issue now
epoch,39,[],2.1211419105529785,No Issue now
epoch,42,[],2.15832781791687,No Issue now
epoch,45,[],2.1957168579101562,No Issue now
epoch,48,[],2.233588933944702,No Issue now
epoch,51,[],2.270660877227783,No Issue now
epoch,54,[],2.308051824569702,No Issue now
epoch,57,[],2.34505295753479,No Issue now
epoch,60,[],2.382875919342041,No Issue now
epoch,63,[],2.4206418991088867,No Issue now
epoch,66,[],2.458000898361206,No Issue now
epoch,69,[],2.4955530166625977,No Issue now
epoch,72,[],2.533538818359375,No Issue now
epoch,75,[],2.571373701095581,No Issue now
epoch,78,[],2.6090917587280273,No Issue now
epoch,81,[],2.6466989517211914,No Issue now
epoch,84,[],2.684506893157959,No Issue now
epoch,87,[],2.7215638160705566,No Issue now
epoch,90,[],2.7584340572357178,No Issue now
epoch,93,[],2.7957708835601807,No Issue now
epoch,96,[],2.8338229656219482,No Issue now
epoch,99,[],2.8716418743133545,No Issue now
epoch,102,[],2.909592866897583,No Issue now
epoch,105,[],2.9470629692077637,No Issue now
epoch,108,[],2.9846537113189697,No Issue now
epoch,111,[],3.022507905960083,No Issue now
epoch,114,[],3.060610055923462,No Issue now
epoch,117,[],3.098721981048584,No Issue now
epoch,120,[],3.1369378566741943,No Issue now
epoch,123,[],3.174582004547119,No Issue now
epoch,126,[],3.2123868465423584,No Issue now
epoch,129,[],3.2500088214874268,No Issue now
epoch,132,[],3.2883338928222656,No Issue now
epoch,135,[],3.32588791847229,No Issue now
epoch,138,[],3.3638100624084473,No Issue now
epoch,141,[],3.402190923690796,No Issue now
epoch,144,[],3.4395699501037598,No Issue now
epoch,147,[],3.4774327278137207,No Issue now
epoch,150,[],3.515622854232788,No Issue now
epoch,153,[],3.553642988204956,No Issue now
epoch,156,[],3.5909807682037354,No Issue now
epoch,159,[],3.6285958290100098,No Issue now
epoch,162,[],3.6666901111602783,No Issue now
epoch,165,[],3.7048518657684326,No Issue now
epoch,168,[],3.7432289123535156,No Issue now
epoch,171,[],3.781977891921997,No Issue now
epoch,174,[],3.8200247287750244,No Issue now
epoch,177,[],3.858459949493408,No Issue now
epoch,180,[],3.8969438076019287,No Issue now
epoch,183,[],3.9351768493652344,No Issue now
epoch,186,[],3.9737610816955566,No Issue now
epoch,189,[],4.012523889541626,No Issue now
epoch,192,[],4.051015853881836,No Issue now
epoch,195,[],4.089521884918213,No Issue now
epoch,198,[],4.12747597694397,No Issue now
------------Solved!-----------
